,PROP_OBJECT_NAME,BACNET_APPLICATION_TAG_CHARACTER_STRING
81,OBJECT_ANALOG_VALUE_3001340,NAE04/FC-1.FCU-15.AV-22
82,OBJECT_ANALOG_VALUE_3001341,NAE04/FC-1.FCU-15.AV-21
83,OBJECT_ANALOG_VALUE_3001342,NAE04/FC-1.FCU-15.AV-39
84,OBJECT_ANALOG_VALUE_3001349,NAE04/FC-1.EF23-CP.ZNT-SP
85,OBJECT_ANALOG_VALUE_3001379,NAE04/FC-1.FCU-16.AV-40
86,OBJECT_ANALOG_VALUE_3001380,NAE04/FC-1.FCU-16.AV-39
87,OBJECT_ANALOG_VALUE_3001381,NAE04/FC-1.FCU-16.AV-21
88,OBJECT_ANALOG_VALUE_3001386,NAE04/FC-1.FCU-21.AV-6
89,OBJECT_ANALOG_VALUE_3001387,NAE04/FC-1.FCU-21.AV-28
90,OBJECT_ANALOG_VALUE_3001388,NAE04/FC-1.FCU-21.AV-27
91,OBJECT_ANALOG_VALUE_3001389,NAE04/FC-1.FCU-21.AV-55
92,OBJECT_ANALOG_VALUE_3001390,NAE04/FC-1.FCU-21.AV-54
93,OBJECT_ANALOG_VALUE_3001391,NAE04/FC-1.FCU-21.AV-52
94,OBJECT_ANALOG_VALUE_3001392,NAE04/FC-1.FCU-21.AV-51
95,OBJECT_ANALOG_VALUE_3001393,NAE04/FC-1.FCU-21.AV-50
96,OBJECT_ANALOG_VALUE_3001394,NAE04/FC-1.FCU-21.AV-49
97,OBJECT_ANALOG_VALUE_3001395,NAE04/FC-1.FCU-12.AV-21
98,OBJECT_ANALOG_VALUE_3001396,NAE04/FC-1.FCU-12.AV-39
99,OBJECT_ANALOG_VALUE_3001508,NAE04/Programming.Enwave Tonnage Calc
100,OBJECT_ANALOG_VALUE_3001549,NAE04/FC-1.FCU-1 East Lobby.Zone 2 Setpoint
101,OBJECT_ANALOG_VALUE_3001550,NAE04/FC-1.FCU-1 East Lobby.Zone1 Setpoint
102,OBJECT_ANALOG_VALUE_3001558,NAE04/FC-1.test.Zone Temp Setpoint
103,OBJECT_ANALOG_VALUE_3001573,NAE04/FC-1.FCU-22.Minimum On Timer
104,OBJECT_ANALOG_VALUE_3001574,NAE04/FC-1.FCU-22.RAT-SP
105,OBJECT_ANALOG_VALUE_3001576,NAE04/FC-1.FCU-23.Minimum On Timer
106,OBJECT_ANALOG_VALUE_3001577,NAE04/FC-1.FCU-23.RAT-SP
107,OBJECT_ANALOG_VALUE_3001647,NAE04/FC-1.FCU-10 CACF Room.AV-7
108,OBJECT_ANALOG_VALUE_3001648,NAE04/FC-1.FCU-10 CACF Room.AV-40
109,OBJECT_ANALOG_VALUE_3001649,NAE04/FC-1.FCU-10 CACF Room.AV-22
110,OBJECT_ANALOG_VALUE_3001650,NAE04/FC-1.FCU-10 CACF Room.AV-44
111,OBJECT_ANALOG_VALUE_3001651,NAE04/FC-1.FCU-10 CACF Room.AV-43
112,OBJECT_ANALOG_VALUE_3001652,NAE04/FC-1.FCU-10 CACF Room.AV-59
113,OBJECT_ANALOG_VALUE_3001696,NAE04/FC-1.FCU-10 CACF Room.AV-42
114,OBJECT_ANALOG_VALUE_3001856,NAE04/FC-1.SF04-CP.HTG-MIN-POS
115,OBJECT_ANALOG_VALUE_3001857,NAE04/FC-1.SF04-CP.OA-T
116,OBJECT_ANALOG_VALUE_3001859,NAE04/FC-1.NAE4-T1-FEC15.Min-Pos
117,OBJECT_ANALOG_VALUE_3001860,NAE04/FC-1.NAE4-T1-FEC15.OA-T
118,OBJECT_ANALOG_VALUE_3001861,NAE04/Programming.SF-Min-Htg-Pos
119,OBJECT_ANALOG_VALUE_3001863,NAE04/FC-1.SF7-CP.OA-T
120,OBJECT_ANALOG_VALUE_3001864,NAE04/FC-1.SF7-CP.Min-Pos
121,OBJECT_ANALOG_VALUE_3001931,NAE04/FC-1.NAE4-T1-FEC52.ZNT-SP
122,OBJECT_ANALOG_VALUE_3001936,NAE04/FC-1.NAE4-T1-FEC52.EFFCLG-SP
123,OBJECT_ANALOG_VALUE_3001938,NAE04/FC-1.NAE4-T1-FEC52.OCCMODE-BYPASSTIME
124,OBJECT_ANALOG_VALUE_3001941,NAE04/FC-1.NAE4-T1-FEC53.WC-ADJ
125,OBJECT_ANALOG_VALUE_3001946,NAE04/FC-1.NAE4-T1-FEC53.ZNT-SP
126,OBJECT_ANALOG_VALUE_3001951,NAE04/FC-1.NAE4-T1-FEC53.EFFCLG-SP
127,OBJECT_ANALOG_VALUE_3001954,NAE04/FC-1.NAE4-T1-FEC53.OCCMODE-BYPASSTIME
128,OBJECT_ANALOG_VALUE_3001957,NAE04/FC-1.NAE4-T1-FEC55.WC-ADJ
129,OBJECT_ANALOG_VALUE_3001962,NAE04/FC-1.NAE4-T1-FEC55.ZNT-SP
130,OBJECT_ANALOG_VALUE_3001967,NAE04/FC-1.NAE4-T1-FEC55.EFFCLG-SP
131,OBJECT_ANALOG_VALUE_3001970,NAE04/FC-1.NAE4-T1-FEC55.OCCMODE-BYPASSTIME
132,OBJECT_ANALOG_VALUE_3001972,NAE04/FC-1.NAE4-T1-FEC52.WC-ADJ
133,OBJECT_ANALOG_VALUE_3001975,NAE04/FC-1.NAE4-T1-FEC52.ZN-T
134,OBJECT_ANALOG_VALUE_3001984,NAE04/FC-1.NAE4-T1-FEC54.WC-ADJ
135,OBJECT_ANALOG_VALUE_3001989,NAE04/FC-1.NAE4-T1-FEC54.ZNT-SP
136,OBJECT_ANALOG_VALUE_3001994,NAE04/FC-1.NAE4-T1-FEC54.EFFCLG-SP
137,OBJECT_ANALOG_VALUE_3001997,NAE04/FC-1.NAE4-T1-FEC54.OCCMODE-BYPASSTIME
138,OBJECT_ANALOG_VALUE_3002186,NAE04/Programming.BldgTonage
139,OBJECT_ANALOG_VALUE_3002394,NAE04/FC-1.FCU-23.OAT Lockout
140,OBJECT_ANALOG_VALUE_3002853,NAE04/FC-1.FCU-15.AV-58
141,OBJECT_ANALOG_VALUE_3004770,NAE04/BACnet1.18York_CO_Monitoring.AV-4
142,OBJECT_ANALOG_VALUE_3004771,NAE04/BACnet1.18York_CO_Monitoring.AV-5
143,OBJECT_ANALOG_VALUE_3004772,NAE04/BACnet1.18York_CO_Monitoring.AV-6
144,OBJECT_ANALOG_VALUE_3004773,NAE04/BACnet1.18York_CO_Monitoring.AV-7
145,OBJECT_ANALOG_VALUE_3004774,NAE04/BACnet1.18York_CO_Monitoring.AV-8
146,OBJECT_ANALOG_VALUE_3004775,NAE04/BACnet1.18York_CO_Monitoring.AV-9
147,OBJECT_ANALOG_VALUE_3004776,NAE04/BACnet1.18York_CO_Monitoring.AV-10
148,OBJECT_ANALOG_VALUE_3004777,NAE04/BACnet1.18York_CO_Monitoring.AV-11
149,OBJECT_ANALOG_VALUE_3004778,NAE04/BACnet1.18York_CO_Monitoring.AV-12
150,OBJECT_ANALOG_VALUE_3004779,NAE04/BACnet1.18York_CO_Monitoring.AV-13
151,OBJECT_ANALOG_VALUE_3004780,NAE04/BACnet1.18York_CO_Monitoring.AV-14
152,OBJECT_ANALOG_VALUE_3004781,NAE04/BACnet1.18York_CO_Monitoring.AV-15
153,OBJECT_ANALOG_VALUE_3004782,NAE04/BACnet1.18York_CO_Monitoring.AV-16
154,OBJECT_ANALOG_VALUE_3004783,NAE04/BACnet1.18York_CO_Monitoring.AV-17
155,OBJECT_ANALOG_VALUE_3004784,NAE04/BACnet1.18York_CO_Monitoring.AV-18
156,OBJECT_ANALOG_VALUE_3004786,NAE04/BACnet1.18York_CO_Monitoring.AV-20
157,OBJECT_ANALOG_VALUE_3004787,NAE04/BACnet1.18York_CO_Monitoring.AV-21
158,OBJECT_ANALOG_VALUE_3004788,NAE04/BACnet1.18York_CO_Monitoring.AV-22
159,OBJECT_ANALOG_VALUE_3004789,NAE04/BACnet1.18York_CO_Monitoring.AV-23
160,OBJECT_ANALOG_VALUE_3004790,NAE04/BACnet1.18York_CO_Monitoring.AV-24
161,OBJECT_ANALOG_VALUE_3004791,NAE04/BACnet1.18York_CO_Monitoring.AV-25
162,OBJECT_ANALOG_VALUE_3004792,NAE04/BACnet1.18York_CO_Monitoring.AV-26
163,OBJECT_ANALOG_VALUE_3004793,NAE04/BACnet1.18York_CO_Monitoring.AV-27
164,OBJECT_ANALOG_VALUE_3004812,NAE04/BACnet1.18York_CO_Monitoring.AV-19
165,OBJECT_ANALOG_VALUE_3004818,NAE04/BACnet1.18York_CO_Monitoring.AV-29
166,OBJECT_ANALOG_VALUE_3004819,NAE04/BACnet1.18York_CO_Monitoring.AV-30
167,OBJECT_ANALOG_VALUE_3004820,NAE04/BACnet1.18York_CO_Monitoring.AV-31
168,OBJECT_ANALOG_VALUE_3004825,NAE04/BACnet1.18York_CO_Monitoring.AV-32
169,OBJECT_ANALOG_VALUE_3004834,NAE04/BACnet1.18York_CO_Monitoring.AV-33
170,OBJECT_ANALOG_VALUE_3004835,NAE04/BACnet1.18York_CO_Monitoring.AV-34
171,OBJECT_ANALOG_VALUE_3004933,NAE04/BACnet1.18York_CO_Monitoring.AV-35
172,OBJECT_ANALOG_VALUE_3004934,NAE04/BACnet1.18York_CO_Monitoring.AV-36
173,OBJECT_ANALOG_VALUE_3004935,NAE04/BACnet1.18York_CO_Monitoring.AV-37
174,OBJECT_ANALOG_VALUE_3004961,NAE04/BACnet1.18York_CO_Monitoring.AV-1
175,OBJECT_ANALOG_VALUE_3004962,NAE04/BACnet1.18York_CO_Monitoring.AV-2
176,OBJECT_ANALOG_VALUE_3004963,NAE04/BACnet1.18York_CO_Monitoring.AV-3
177,OBJECT_ANALOG_VALUE_3004964,NAE04/BACnet1.18York_CO_Monitoring.AV-28
178,OBJECT_BINARY_INPUT_3000128,NAE04/FC-1.NAE4-T1-FEC4.HT25-A
179,OBJECT_BINARY_INPUT_3000130,NAE04/FC-1.NAE4-T1-FEC4.EF25-S
180,OBJECT_BINARY_INPUT_3000999,NAE04/FC-1.SF7-CP.SF-S
181,OBJECT_BINARY_INPUT_3001011,NAE04/FC-1.SF7-CP.PHP-S
182,OBJECT_BINARY_INPUT_3001012,NAE04/FC-1.SF7-CP.GSF1-S
183,OBJECT_BINARY_INPUT_3001024,NAE04/FC-1.EF-16.EF22-S
184,OBJECT_BINARY_INPUT_3001025,NAE04/FC-1.EF-16.EF18-S
185,OBJECT_BINARY_INPUT_3001026,NAE04/FC-1.EF-16.EF01-S
186,OBJECT_BINARY_INPUT_3001027,NAE04/FC-1.EF-16.EF02-S
187,OBJECT_BINARY_INPUT_3001028,NAE04/FC-1.EF-16.SF02-S
188,OBJECT_BINARY_INPUT_3001029,NAE04/FC-1.EF-16.EF-S
189,OBJECT_BINARY_INPUT_3001097,NAE04/FC-1.NAE4-T1-FEC4.E27-S
190,OBJECT_BINARY_INPUT_3001098,NAE04/FC-1.NAE4-T1-FEC4.EF03-S
191,OBJECT_BINARY_INPUT_3001099,NAE04/FC-1.NAE4-T1-FEC4.EF04-S
192,OBJECT_BINARY_INPUT_3001100,NAE04/FC-1.NAE4-T1-FEC4.GSF04-S
193,OBJECT_BINARY_INPUT_3001101,NAE04/FC-1.NAE4-T1-FEC4.GSF05-S
194,OBJECT_BINARY_INPUT_3001102,NAE04/FC-1.NAE4-T1-FEC4.GSF06-S
195,OBJECT_BINARY_INPUT_3001229,NAE04/FC-1.NAE4-T1-FEC15.SF5-S
196,OBJECT_BINARY_INPUT_3001231,NAE04/FC-1.NAE4-T1-FEC15.GSF2-S
197,OBJECT_BINARY_INPUT_3001240,NAE04/FC-1.NAE4-T1-FEC15.PHP-S
198,OBJECT_BINARY_INPUT_3001241,NAE04/FC-1.NAE4-T1-FEC15.EF17-S
199,OBJECT_BINARY_INPUT_3001291,NAE04/FC-1.SF04-CP.GSF-S
200,OBJECT_BINARY_INPUT_3001292,NAE04/FC-1.SF04-CP.PUMP-S
201,OBJECT_BINARY_INPUT_3001293,NAE04/FC-1.SF04-CP.SF04-S
202,OBJECT_BINARY_INPUT_3001317,NAE04/FC-1.FCU-23.Fan-S
203,OBJECT_BINARY_INPUT_3001334,NAE04/FC-1.FCU-22.Fan-S
204,OBJECT_BINARY_INPUT_3001346,NAE04/FC-1.EF23-CP.SF03-S
205,OBJECT_BINARY_INPUT_3001350,NAE04/FC-1.EF23-CP.EF15-S
206,OBJECT_BINARY_INPUT_3001351,NAE04/FC-1.EF23-CP.EF23-S
207,OBJECT_BINARY_INPUT_3001354,NAE04/FC-1.EF-16.EF16-S
208,OBJECT_BINARY_INPUT_3001928,NAE04/FC-1.NAE4-T1-FEC52.SF-S
209,OBJECT_BINARY_INPUT_3001943,NAE04/FC-1.NAE4-T1-FEC53.SF-S
210,OBJECT_BINARY_INPUT_3001959,NAE04/FC-1.NAE4-T1-FEC55.SF-S
211,OBJECT_BINARY_INPUT_3001986,NAE04/FC-1.NAE4-T1-FEC54.SF-S
212,OBJECT_BINARY_INPUT_3002033,NAE04/FC-1.NAE4-T1-FEC54.KITCHEN-EF-REQUEST-TO-RUN
213,OBJECT_BINARY_OUTPUT_3000129,NAE04/FC-1.NAE4-T1-FEC4.EF25-C
214,OBJECT_BINARY_OUTPUT_3001007,NAE04/FC-1.SF7-CP.SF-C
215,OBJECT_BINARY_OUTPUT_3001010,NAE04/FC-1.SF7-CP.HP-C
216,OBJECT_BINARY_OUTPUT_3001023,NAE04/FC-1.EF-16.EF18-C
217,OBJECT_BINARY_OUTPUT_3001031,NAE04/FC-1.EF-16.EF16-C
218,OBJECT_BINARY_OUTPUT_3001096,NAE04/FC-1.NAE4-T1-FEC4.EF27-C
219,OBJECT_BINARY_OUTPUT_3001236,NAE04/FC-1.NAE4-T1-FEC15.SF5-C
220,OBJECT_BINARY_OUTPUT_3001239,NAE04/FC-1.NAE4-T1-FEC15.HP-C
221,OBJECT_BINARY_OUTPUT_3001242,NAE04/FC-1.NAE4-T1-FEC15.EF17-C
222,OBJECT_BINARY_OUTPUT_3001264,NAE04/FC-1.FCU-1 Lobby South.Fan1-C
223,OBJECT_BINARY_OUTPUT_3001267,NAE04/FC-1.FCU-1 Lobby South.Fan2-C
224,OBJECT_BINARY_OUTPUT_3001290,NAE04/FC-1.SF04-CP.Pump-C
225,OBJECT_BINARY_OUTPUT_3001294,NAE04/FC-1.SF04-CP.SF04-C
226,OBJECT_BINARY_OUTPUT_3001318,NAE04/FC-1.FCU-23.HTG-C
227,OBJECT_BINARY_OUTPUT_3001319,NAE04/FC-1.FCU-23.SF-C
228,OBJECT_BINARY_OUTPUT_3001335,NAE04/FC-1.FCU-22.HTG-C
229,OBJECT_BINARY_OUTPUT_3001336,NAE04/FC-1.FCU-22.SF-C
230,OBJECT_BINARY_OUTPUT_3001352,NAE04/FC-1.EF23-CP.EF23-C
231,OBJECT_BINARY_OUTPUT_3001553,NAE04/FC-1.FCU-1 East Lobby.FAN1-C
232,OBJECT_BINARY_OUTPUT_3001556,NAE04/FC-1.FCU-1 East Lobby.FAN2-C
233,OBJECT_BINARY_OUTPUT_3001560,NAE04/FC-1.test.FAN-C
234,OBJECT_BINARY_OUTPUT_3001930,NAE04/FC-1.NAE4-T1-FEC52.SF-C
235,OBJECT_BINARY_OUTPUT_3001945,NAE04/FC-1.NAE4-T1-FEC53.SF-C
236,OBJECT_BINARY_OUTPUT_3001961,NAE04/FC-1.NAE4-T1-FEC55.SF-C
237,OBJECT_BINARY_OUTPUT_3001988,NAE04/FC-1.NAE4-T1-FEC54.SF-C
238,OBJECT_BINARY_OUTPUT_3002031,NAE04/FC-1.NAE4-T1-FEC54.KITCHEN-ECOLOGY-ENA
239,OBJECT_BINARY_VALUE_3001260,NAE04/FC-1.FCU-1 Lobby South.System Enable
240,OBJECT_BINARY_VALUE_3001548,NAE04/FC-1.FCU-1 East Lobby.System Enable
241,OBJECT_BINARY_VALUE_3001557,NAE04/FC-1.test.System Enable
242,OBJECT_BINARY_VALUE_3001889,NAE04/FC-1.FCU-17.BV-50
243,OBJECT_BINARY_VALUE_3001932,NAE04/FC-1.NAE4-T1-FEC52.CLG-EN
244,OBJECT_BINARY_VALUE_3001942,NAE04/FC-1.NAE4-T1-FEC53.ZN-TOCC
245,OBJECT_BINARY_VALUE_3001947,NAE04/FC-1.NAE4-T1-FEC53.CLG-EN
246,OBJECT_BINARY_VALUE_3001958,NAE04/FC-1.NAE4-T1-FEC55.ZN-TOCC
247,OBJECT_BINARY_VALUE_3001963,NAE04/FC-1.NAE4-T1-FEC55.CLG-EN
248,OBJECT_BINARY_VALUE_3001985,NAE04/FC-1.NAE4-T1-FEC54.ZN-TOCC
249,OBJECT_BINARY_VALUE_3001990,NAE04/FC-1.NAE4-T1-FEC54.CLG-EN
250,OBJECT_BINARY_VALUE_3004803,NAE04/BACnet1.18York_CO_Monitoring.BV-1
251,OBJECT_BINARY_VALUE_3004804,NAE04/BACnet1.18York_CO_Monitoring.BV-2
252,OBJECT_BINARY_VALUE_3004805,NAE04/BACnet1.18York_CO_Monitoring.BV-3
253,OBJECT_BINARY_VALUE_3004806,NAE04/BACnet1.18York_CO_Monitoring.BV-4
254,OBJECT_BINARY_VALUE_3004807,NAE04/BACnet1.18York_CO_Monitoring.BV-5
255,OBJECT_BINARY_VALUE_3004808,NAE04/BACnet1.18York_CO_Monitoring.BV-6
256,OBJECT_BINARY_VALUE_3004809,NAE04/BACnet1.18York_CO_Monitoring.BV-7
257,OBJECT_BINARY_VALUE_3004811,NAE04/BACnet1.18York_CO_Monitoring.BV-9
258,OBJECT_BINARY_VALUE_3004823,NAE04/BACnet1.18York_CO_Monitoring.BV-10
259,OBJECT_BINARY_VALUE_3004826,NAE04/BACnet1.18York_CO_Monitoring.BV-11
260,OBJECT_BINARY_VALUE_3004827,NAE04/BACnet1.18York_CO_Monitoring.BV-12
261,OBJECT_BINARY_VALUE_3004828,NAE04/BACnet1.18York_CO_Monitoring.BV-13
262,OBJECT_BINARY_VALUE_3004832,NAE04/BACnet1.18York_CO_Monitoring.BV-8
263,OBJECT_BINARY_VALUE_3004833,NAE04/BACnet1.18York_CO_Monitoring.BV-14
264,OBJECT_BINARY_VALUE_3004836,NAE04/BACnet1.18York_CO_Monitoring.BV-18
265,OBJECT_BINARY_VALUE_3004837,NAE04/BACnet1.18York_CO_Monitoring.BV-19
266,OBJECT_BINARY_VALUE_3004838,NAE04/BACnet1.18York_CO_Monitoring.BV-21
267,OBJECT_BINARY_VALUE_3004839,NAE04/BACnet1.18York_CO_Monitoring.BV-22
268,OBJECT_BINARY_VALUE_3004840,NAE04/BACnet1.18York_CO_Monitoring.BV-23
269,OBJECT_BINARY_VALUE_3004841,NAE04/BACnet1.18York_CO_Monitoring.BV-24
270,OBJECT_BINARY_VALUE_3004842,NAE04/BACnet1.18York_CO_Monitoring.BV-15
271,OBJECT_BINARY_VALUE_3004843,NAE04/BACnet1.18York_CO_Monitoring.BV-16
272,OBJECT_PROGRAM_3000484,NAE04/Programming.Max CO
273,OBJECT_PROGRAM_3001415,NAE04/Programming.Enwave Tonnage
274,OBJECT_SCHEDULE_3001760,NAE04/Schedule.Supply Fan 04
275,OBJECT_SCHEDULE_3001761,NAE04/Schedule.Supply Fan 05
276,OBJECT_SCHEDULE_3001762,NAE04/Schedule.Supply Fan 07
277,OBJECT_SCHEDULE_3001799,NAE04/Schedule.Supply Fan 23
278,OBJECT_SCHEDULE_3001848,NAE04/Schedule.EF 17
279,OBJECT_SCHEDULE_3001971,NAE04/Schedule.IQ Foods FCUs Schedule
280,OBJECT_SCHEDULE_3002427,NAE04/Schedule.EF-23
281,OBJECT_SCHEDULE_3002598,NAE04/Schedule.EF-25
282,OBJECT_SCHEDULE_3004985,NAE04/Programming.Cooling valves calibration.Cooling valves Open-Close
283,OBJECT_MULTI_STATE_VALUE_3000131,NAE04/FC-1.NAE4-T1-FEC4.EF25_ENABLE
284,OBJECT_MULTI_STATE_VALUE_3001005,NAE04/FC-1.SF7-CP.Occupied
285,OBJECT_MULTI_STATE_VALUE_3001020,NAE04/FC-1.EF-16.EF16 Enable
286,OBJECT_MULTI_STATE_VALUE_3001021,NAE04/FC-1.EF-16.EF18 Enable
