,Unnamed: 0.1,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION,label
10,10,OBJECT_ANALOG_INPUT_3000093,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC34.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
11,11,OBJECT_ANALOG_INPUT_3000109,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC35.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
12,12,OBJECT_ANALOG_INPUT_3000111,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC35.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
13,13,OBJECT_ANALOG_INPUT_3000127,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC36.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
14,14,OBJECT_ANALOG_INPUT_3000129,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC36.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
15,15,OBJECT_ANALOG_INPUT_3000145,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC37.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
16,16,OBJECT_ANALOG_INPUT_3000147,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC37.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
17,17,OBJECT_ANALOG_INPUT_3000163,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC38.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
18,18,OBJECT_ANALOG_INPUT_3000165,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC38.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
19,19,OBJECT_ANALOG_INPUT_3000181,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC39.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
20,20,OBJECT_ANALOG_INPUT_3000183,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC39.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
21,21,OBJECT_ANALOG_INPUT_3000199,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC40.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
22,22,OBJECT_ANALOG_INPUT_3000201,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC40.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
23,23,OBJECT_ANALOG_INPUT_3000212,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.FLOOR-P1\MeSH_Notification'",Floor Static Pressure 1,ahus outside air pressure sensor
24,24,OBJECT_ANALOG_INPUT_3000215,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.FLOOR-P2\MeSH_Notification'",Floor Static Pressure 2,ahus outside air pressure sensor
25,25,OBJECT_ANALOG_INPUT_3000226,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Return Air-CO2A\MeSH_Notification'",Return Air CO2 Sensor A,ahus return air co2 sensor
26,26,OBJECT_ANALOG_INPUT_3000227,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Return Air-CO2B\MeSH_Notification'",Return Air CO2 Sensor B,ahus return air co2 sensor
27,27,OBJECT_ANALOG_INPUT_3000228,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Return Air-CO2C\MeSH_Notification'",Return Air CO2 Sensor C,ahus return air co2 sensor
28,28,OBJECT_ANALOG_INPUT_3000229,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Return Air-CO2D\MeSH_Notification'",Return Air CO2 Sensor D,ahus return air co2 sensor
29,29,OBJECT_ANALOG_INPUT_3000230,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Return Air-CO2E\MeSH_Notification'",Return Air CO2,ahus return air co2 sensor
30,30,OBJECT_ANALOG_INPUT_3000232,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_local network source MAC layer address-MeSH_Temperature\MeSH_Notification'",Supply Air Temperature,ahus zone air temp sensor
31,31,OBJECT_ANALOG_INPUT_3000235,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.ZN1-MeSH_Temperature\MeSH_Notification'",South West Corner,ahus outside air humidity sensor
32,32,OBJECT_ANALOG_INPUT_3000237,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.ZN2-MeSH_Temperature\MeSH_Notification'",North East Corner,ahus exhaust air damper cmd
33,33,OBJECT_ANALOG_INPUT_3000239,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.ZN3-MeSH_Temperature\MeSH_Notification'",West Electrical Room,ahus heatWheel cmd
34,34,OBJECT_ANALOG_INPUT_3000241,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.ZN4-MeSH_Temperature\MeSH_Notification'",Compartment Unit Temp,ahus heat stage cmd
35,35,OBJECT_ANALOG_INPUT_3000248,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC41.MeSH_Outdoor Air-MeSH_Flow Rate, Volumetric\MeSH_Notification'",Outdoor Air Flow,ahus outside air flow sp
36,36,OBJECT_ANALOG_INPUT_3000267,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC17.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
37,37,OBJECT_ANALOG_INPUT_3000269,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC17.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
38,38,OBJECT_ANALOG_INPUT_3000285,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC18.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
39,39,OBJECT_ANALOG_INPUT_3000287,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC18.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
40,40,OBJECT_ANALOG_INPUT_3000303,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC19.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
41,41,OBJECT_ANALOG_INPUT_3000305,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC19.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
42,42,OBJECT_ANALOG_INPUT_3000321,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC20.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
43,43,OBJECT_ANALOG_INPUT_3000323,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC20.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
44,44,OBJECT_ANALOG_INPUT_3000339,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC21.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
45,45,OBJECT_ANALOG_INPUT_3000341,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC21.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
46,46,OBJECT_ANALOG_INPUT_3000357,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC22.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
47,47,OBJECT_ANALOG_INPUT_3000359,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC22.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
48,48,OBJECT_ANALOG_INPUT_3000375,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC23.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
49,49,OBJECT_ANALOG_INPUT_3000377,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC23.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
50,50,OBJECT_ANALOG_INPUT_3000393,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC24.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
51,51,OBJECT_ANALOG_INPUT_3000395,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC24.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
52,52,OBJECT_ANALOG_INPUT_3000411,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC25.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
53,53,OBJECT_ANALOG_INPUT_3000413,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC25.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
54,54,OBJECT_ANALOG_INPUT_3000429,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC26.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
55,55,OBJECT_ANALOG_INPUT_3000431,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC26.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
56,56,OBJECT_ANALOG_INPUT_3000447,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC27.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
57,57,OBJECT_ANALOG_INPUT_3000449,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC27.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
58,58,OBJECT_ANALOG_INPUT_3000460,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.FLOOR-P1\MeSH_Notification'",Floor Static Pressure 1,ahus outside air pressure sensor
59,59,OBJECT_ANALOG_INPUT_3000463,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.FLOOR-P2\MeSH_Notification'",Floor Static Pressure 2,ahus outside air pressure sensor
60,60,OBJECT_ANALOG_INPUT_3000474,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Return Air-CO2A\MeSH_Notification'",Return Air CO2 Sensor A,ahus return air co2 sensor
61,61,OBJECT_ANALOG_INPUT_3000475,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Return Air-CO2B\MeSH_Notification'",Return Air CO2 Sensor B,ahus return air co2 sensor
62,62,OBJECT_ANALOG_INPUT_3000476,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Return Air-CO2C\MeSH_Notification'",Return Air CO2 Sensor C,ahus return air co2 sensor
63,63,OBJECT_ANALOG_INPUT_3000477,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Return Air-CO2D\MeSH_Notification'",Return Air CO2 Sensor D,ahus return air co2 sensor
64,64,OBJECT_ANALOG_INPUT_3000478,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Return Air-CO2E\MeSH_Notification'",Return Air CO2,ahus return air co2 sensor
65,65,OBJECT_ANALOG_INPUT_3000480,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_local network source MAC layer address-MeSH_Temperature\MeSH_Notification'",Supply Air Temperature,ahus zone air temp sensor
66,66,OBJECT_ANALOG_INPUT_3000483,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.ZN1-MeSH_Temperature\MeSH_Notification'",South West Corner,ahus outside air humidity sensor
67,67,OBJECT_ANALOG_INPUT_3000485,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.ZN2-MeSH_Temperature\MeSH_Notification'",North East Corner,ahus exhaust air damper cmd
68,68,OBJECT_ANALOG_INPUT_3000487,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.ZN3-MeSH_Temperature\MeSH_Notification'",West Electrical Room,ahus heatWheel cmd
69,69,OBJECT_ANALOG_INPUT_3000489,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.ZN4-MeSH_Temperature\MeSH_Notification'",Compartment Unit Temp,ahus heat stage cmd
70,70,OBJECT_ANALOG_INPUT_3000496,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC28.MeSH_Outdoor Air-MeSH_Flow Rate, Volumetric\MeSH_Notification'",Outdoor Air Flow,ahus outside air flow sp
71,71,OBJECT_ANALOG_INPUT_3000515,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC10.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
72,72,OBJECT_ANALOG_INPUT_3000517,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC10.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
73,73,OBJECT_ANALOG_INPUT_3000535,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC11.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
74,74,OBJECT_ANALOG_INPUT_3000551,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC12.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
75,75,OBJECT_ANALOG_INPUT_3000553,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC12.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
76,76,OBJECT_ANALOG_INPUT_3000569,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC13.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
77,77,OBJECT_ANALOG_INPUT_3000571,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC13.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
78,78,OBJECT_ANALOG_INPUT_3000587,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC14.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
79,79,OBJECT_ANALOG_INPUT_3000589,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC14.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
80,80,OBJECT_ANALOG_INPUT_3000605,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC15.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
81,81,OBJECT_ANALOG_INPUT_3000607,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC15.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
82,82,OBJECT_ANALOG_INPUT_3000623,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC16.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
83,83,OBJECT_ANALOG_INPUT_3000625,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC16.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
84,84,OBJECT_ANALOG_INPUT_3000636,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.FLOOR-P1\MeSH_Notification'",Floor Static Pressure 1,ahus outside air pressure sensor
85,85,OBJECT_ANALOG_INPUT_3000639,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.FLOOR-P2\MeSH_Notification'",Floor Static Pressure 2,ahus outside air pressure sensor
86,86,OBJECT_ANALOG_INPUT_3000650,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Return Air-CO2A\MeSH_Notification'",Return Air CO2 Sensor A,ahus return air co2 sensor
87,87,OBJECT_ANALOG_INPUT_3000651,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Return Air-CO2B\MeSH_Notification'",Return Air CO2 Sensor B,ahus return air co2 sensor
88,88,OBJECT_ANALOG_INPUT_3000652,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Return Air-CO2C\MeSH_Notification'",Return Air CO2 Sensor C,ahus return air co2 sensor
89,89,OBJECT_ANALOG_INPUT_3000653,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Return Air-CO2D\MeSH_Notification'",Return Air CO2 Sensor D,ahus return air co2 sensor
90,90,OBJECT_ANALOG_INPUT_3000654,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Return Air-CO2E\MeSH_Notification'",Return Air CO2,ahus return air co2 sensor
91,91,OBJECT_ANALOG_INPUT_3000656,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_local network source MAC layer address-MeSH_Temperature\MeSH_Notification'",*** OFF SET OF 1 DEG ** Sensor replaced,ahus zone air co2 sensor
92,92,OBJECT_ANALOG_INPUT_3000659,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.ZN1-MeSH_Temperature\MeSH_Notification'",South West Corner,ahus outside air humidity sensor
93,93,OBJECT_ANALOG_INPUT_3000661,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.ZN2-MeSH_Temperature\MeSH_Notification'",North East Corner,ahus exhaust air damper cmd
94,94,OBJECT_ANALOG_INPUT_3000663,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.ZN3-MeSH_Temperature\MeSH_Notification'",West Electrical Room,ahus heatWheel cmd
95,95,OBJECT_ANALOG_INPUT_3000665,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.ZN4-MeSH_Temperature\MeSH_Notification'",Compartment Unit Temp,ahus heat stage cmd
96,96,OBJECT_ANALOG_INPUT_3000672,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC5.MeSH_Outdoor Air-MeSH_Flow Rate, Volumetric\MeSH_Notification'",Outdoor Air Flow,ahus outside air flow sp
97,97,OBJECT_ANALOG_INPUT_3000691,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC6.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
98,98,OBJECT_ANALOG_INPUT_3000693,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC6.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
99,99,OBJECT_ANALOG_INPUT_3000709,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC7.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
100,100,OBJECT_ANALOG_INPUT_3000711,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC7.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
101,101,OBJECT_ANALOG_INPUT_3000727,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC8.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
102,102,OBJECT_ANALOG_INPUT_3000729,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC8.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
103,103,OBJECT_ANALOG_INPUT_3000745,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC9.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
104,104,OBJECT_ANALOG_INPUT_3000747,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-2.NAE2-T2-FEC9.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
105,105,OBJECT_ANALOG_INPUT_3000763,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE2-T1-FEC71.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
106,106,OBJECT_ANALOG_INPUT_3000765,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE2-T1-FEC71.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature,ahus zone air temp sensor
107,107,OBJECT_ANALOG_INPUT_3000781,"MeSH_Boiler'NAE02/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE2-T1-FEC72.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature,ahus zone air temp sensor
