,Unnamed: 0,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
39,39,OBJECT_ANALOG_INPUT_3000274,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_Return Air-CO2B\MeSH_Notification'",Return Air CO2 Sensor B
40,40,OBJECT_ANALOG_INPUT_3000275,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_Return Air-CO2C\MeSH_Notification'",Return Air CO2 Sensor C
41,41,OBJECT_ANALOG_INPUT_3000276,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_Return Air-CO2D\MeSH_Notification'",Return Air CO2 Sensor D
42,42,OBJECT_ANALOG_INPUT_3000277,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_Return Air-CO2E\MeSH_Notification'",Return Air CO2
43,43,OBJECT_ANALOG_INPUT_3000279,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_local network source MAC layer address-MeSH_Temperature\MeSH_Notification'",Supply Air Temperature
44,44,OBJECT_ANALOG_INPUT_3000282,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.ZN1-MeSH_Temperature\MeSH_Notification'",South West Corner
45,45,OBJECT_ANALOG_INPUT_3000284,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.ZN2-MeSH_Temperature\MeSH_Notification'",North East Corner
46,46,OBJECT_ANALOG_INPUT_3000286,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.ZN3-MeSH_Temperature\MeSH_Notification'",West Electrical Room
47,47,OBJECT_ANALOG_INPUT_3000288,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.ZN4-MeSH_Temperature\MeSH_Notification'",Compartment Unit Temp
48,48,OBJECT_ANALOG_INPUT_3000295,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC44.MeSH_Outdoor Air-MeSH_Flow Rate, Volumetric\MeSH_Notification'",Outdoor Air Flow
49,49,OBJECT_ANALOG_INPUT_3000314,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC45.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
50,50,OBJECT_ANALOG_INPUT_3000316,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC45.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
51,51,OBJECT_ANALOG_INPUT_3000332,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC46.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
52,52,OBJECT_ANALOG_INPUT_3000334,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC46.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
53,53,OBJECT_ANALOG_INPUT_3000350,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC47.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
54,54,OBJECT_ANALOG_INPUT_3000352,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC47.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
55,55,OBJECT_ANALOG_INPUT_3000368,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC48.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
56,56,OBJECT_ANALOG_INPUT_3000386,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC49.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
57,57,OBJECT_ANALOG_INPUT_3000388,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC49.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
58,58,OBJECT_ANALOG_INPUT_3000404,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC50.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
59,59,OBJECT_ANALOG_INPUT_3000406,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC50.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
60,60,OBJECT_ANALOG_INPUT_3000422,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC51.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
61,61,OBJECT_ANALOG_INPUT_3000424,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC51.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
62,62,OBJECT_ANALOG_INPUT_3000440,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC52.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
63,63,OBJECT_ANALOG_INPUT_3000442,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC52.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
64,64,OBJECT_ANALOG_INPUT_3000458,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC53.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
65,65,OBJECT_ANALOG_INPUT_3000460,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC53.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
66,66,OBJECT_ANALOG_INPUT_3000476,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC54.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
67,67,OBJECT_ANALOG_INPUT_3000478,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC54.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
68,68,OBJECT_ANALOG_INPUT_3000494,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC55.ZN2-MeSH_Temperature\MeSH_Notification'",Zone2 Temperature
69,69,OBJECT_ANALOG_INPUT_3000496,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC55.ZN1-MeSH_Temperature\MeSH_Notification'",Zone 1 Temperature
70,70,OBJECT_ANALOG_INPUT_3000508,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-VMA43.MeSH_local destination MAC layer address-VP\MeSH_Notification'",Discharge Air Velocity Pressure
71,71,OBJECT_ANALOG_INPUT_3000516,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-VMA56.MeSH_local destination MAC layer address-VP\MeSH_Notification'",Discharge Air Velocity Pressure
72,72,OBJECT_ANALOG_INPUT_3000586,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-VMA43.ZN-MeSH_Temperature\MeSH_Notification'",Zone Temperature
73,73,OBJECT_ANALOG_INPUT_3000655,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-VMA56.ZN-MeSH_Temperature\MeSH_Notification'",Zone Temperature
74,74,OBJECT_ANALOG_INPUT_3001915,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-71.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
75,75,OBJECT_ANALOG_INPUT_3001916,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-71.Analog Inputs.AI-11545\MeSH_Notification'",Zone Quality
76,76,OBJECT_ANALOG_INPUT_3001933,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-72.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
77,77,OBJECT_ANALOG_INPUT_3001963,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-73.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
78,78,OBJECT_ANALOG_INPUT_3001964,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-73.Analog Inputs.AI-11545\MeSH_Notification'",Zone Quality
79,79,OBJECT_ANALOG_INPUT_3001981,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-74.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
80,80,OBJECT_ANALOG_INPUT_3001998,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-75.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
81,81,OBJECT_ANALOG_INPUT_3002013,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-76.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
82,82,OBJECT_ANALOG_INPUT_3002032,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-UP-77.Analog Inputs.AI-1106\MeSH_Notification'",Zone 1 Temperature
83,83,OBJECT_ANALOG_INPUT_3002091,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-11\MeSH_Notification'",
84,84,OBJECT_ANALOG_INPUT_3002092,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-10\MeSH_Notification'",
85,85,OBJECT_ANALOG_INPUT_3002093,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-9\MeSH_Notification'",
86,86,OBJECT_ANALOG_INPUT_3002097,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-5\MeSH_Notification'",
87,87,OBJECT_ANALOG_INPUT_3002098,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-4\MeSH_Notification'",
88,88,OBJECT_ANALOG_INPUT_3002099,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-3\MeSH_Notification'",
89,89,OBJECT_ANALOG_INPUT_3002100,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-2\MeSH_Notification'",
90,90,OBJECT_ANALOG_INPUT_3002102,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.19-BTU-1.Analog Inputs.AI-0\MeSH_Notification'",
91,91,OBJECT_ANALOG_OUTPUT_3000023,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC57.SF-MeSH_indicates that support of a property is optional\MeSH_Notification'",Supply Fan Output
92,92,OBJECT_ANALOG_OUTPUT_3000030,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC57.OAD-%\MeSH_Notification'",Outdoor Air Damper Effective Command
93,93,OBJECT_ANALOG_OUTPUT_3000048,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC57.CLG-MeSH_indicates that support of a property is optional\MeSH_Notification'",Cooling Output
94,94,OBJECT_ANALOG_OUTPUT_3000061,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC58.SUPHTG2-%\MeSH_Notification'",Heating Output
95,95,OBJECT_ANALOG_OUTPUT_3000062,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC58.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
96,96,OBJECT_ANALOG_OUTPUT_3000063,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC58.SUPHTG1-%\MeSH_Notification'",Heating Output
97,97,OBJECT_ANALOG_OUTPUT_3000065,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC58.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
98,98,OBJECT_ANALOG_OUTPUT_3000079,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC59.SUPHTG2-%\MeSH_Notification'",Heating Output
99,99,OBJECT_ANALOG_OUTPUT_3000080,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC59.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
100,100,OBJECT_ANALOG_OUTPUT_3000081,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC59.SUPHTG1-%\MeSH_Notification'",Heating Output
101,101,OBJECT_ANALOG_OUTPUT_3000083,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC59.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
102,102,OBJECT_ANALOG_OUTPUT_3000097,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC60.SUPHTG2-%\MeSH_Notification'",Heating Output
103,103,OBJECT_ANALOG_OUTPUT_3000098,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC60.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
104,104,OBJECT_ANALOG_OUTPUT_3000099,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC60.SUPHTG1-%\MeSH_Notification'",Heating Output
105,105,OBJECT_ANALOG_OUTPUT_3000101,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC60.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
106,106,OBJECT_ANALOG_OUTPUT_3000115,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC61.SUPHTG2-%\MeSH_Notification'",Heating Output
107,107,OBJECT_ANALOG_OUTPUT_3000116,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC61.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
108,108,OBJECT_ANALOG_OUTPUT_3000117,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC61.SUPHTG1-%\MeSH_Notification'",Heating Output
109,109,OBJECT_ANALOG_OUTPUT_3000119,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC61.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
110,110,OBJECT_ANALOG_OUTPUT_3000133,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC62.SUPHTG2-%\MeSH_Notification'",Heating Output
111,111,OBJECT_ANALOG_OUTPUT_3000134,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC62.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
112,112,OBJECT_ANALOG_OUTPUT_3000135,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC62.SUPHTG1-%\MeSH_Notification'",Heating Output
113,113,OBJECT_ANALOG_OUTPUT_3000137,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC62.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
114,114,OBJECT_ANALOG_OUTPUT_3000151,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC63.SUPHTG2-%\MeSH_Notification'",Heating Output
115,115,OBJECT_ANALOG_OUTPUT_3000152,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC63.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
116,116,OBJECT_ANALOG_OUTPUT_3000153,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC63.SUPHTG1-%\MeSH_Notification'",Heating Output
117,117,OBJECT_ANALOG_OUTPUT_3000155,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC63.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
118,118,OBJECT_ANALOG_OUTPUT_3000169,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC64.SUPHTG2-%\MeSH_Notification'",Heating Output
119,119,OBJECT_ANALOG_OUTPUT_3000170,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC64.ZN2-DAD-%\MeSH_Notification'",Damper Effective Command
120,120,OBJECT_ANALOG_OUTPUT_3000171,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC64.SUPHTG1-%\MeSH_Notification'",Heating Output
121,121,OBJECT_ANALOG_OUTPUT_3000173,"MeSH_Boiler'NAE06/MeSH_Flow Rate, Voumetric, Cumulative-1.NAE6-T1-FEC64.DAD1-MeSH_indicates that support of a property is optional\MeSH_Notification'",Discharge Air Damper Output
